"","celex","date_doc","year","year.sem","form2","in_force2","date_end","full_text_words","title"
"142","32005O0016",2005-12-30,2005,"2005.2","Guideline","notinforce",2008-09-14,9314,"Guideline of the European Central Bank of 30 December 2005 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET) ( ECB/2005/16 )"
"143","32005O0017",2005-12-30,2005,"2005.2","Guideline","notinforce",2011-12-31,1724,"Guideline of the European Central Bank of 30 December 2005 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2005/17)"
"144","32006D0003",2006-03-13,2006,"2006.1","Decision","notinforce",2006-12-31,314,"2006/248/EC: Decision of the European Central Bank of 13 March 2006 amending Decision ECB/2002/11 on the annual accounts of the European Central Bank (ECB/2006/3)"
"145","32006D0007(01)",2006-05-19,2006,"2006.1","Decision","notinforce",2010-12-30,1772,"2006/385/EC: Decision of the European Central Bank of 19 May 2006 amending Decision ECB/2001/16 on the allocation of monetary income of the national central banks of participating Member States from the financial year 2002 (ECB/2006/7)"
"146","32006D0017(01)",2006-11-10,2006,"2006.2","Decision","notinforce",2010-12-30,4608,"2006/888/EC: Decision of the European Central Bank of 10 November 2006 on the annual accounts of the European Central Bank (ECB/2006/17)"
"147","32006D0019(01)",2006-11-24,2006,"2006.2","Decision","inforce",9999-12-31,322,"2006/889/EC: Decision of the European Central Bank of 24 November 2006 on the approval of the volume of coin issuance in 2007 (ECB/2006/19)"
"148","32006D0021",2006-12-15,2006,"2006.2","Decision","notinforce",2008-12-31,771,"2007/42/EC: Decision of the European Central Bank of 15 December 2006 on the national central banks' percentage shares in the key for subscription to the European Central Bank's capital ( ECB/2006/21 )"
"149","32006D0022(01)",2006-12-15,2006,"2006.2","Decision","notinforce",2009-01-01,835,"2007/43/EC: Decision of the European Central Bank of 15 December 2006 laying down the measures necessary for the paying-up of the European Central Bank's capital by the participating national central banks ( ECB/2006/22 )"
"150","32006D0023(01)",2006-12-15,2006,"2006.2","Decision","notinforce",2009-01-01,2157,"2007/44/EC: Decision of the European Central Bank of 15 December 2006 laying down the terms and conditions for transfers of the European Central Bank's capital shares between the national central banks and for the adjustment of the paid-up capital ( ECB/2006/23 )"
"151","32006D0024(01)",2006-12-15,2006,"2006.2","Decision","notinforce",2009-01-01,1986,"2007/45/EC: Decision of the European Central Bank of 15 December 2006 laying down the measures necessary for the contribution to the European Central Bank's accumulated equity value and for adjusting the national central banks' claims equivalent to the transferred foreign reserve assets ( ECB/2006/24 )"
"152","32006D0025",2006-12-15,2006,"2006.2","Decision","notinforce",2007-12-31,538,"2007/46/EC: Decision of the European Central Bank of 15 December 2006 amending Decision ECB/2001/15 on the issue of euro banknotes ( ECB/2006/25 )"
"153","32006D0026",2006-12-15,2006,"2006.2","Decision","notinforce",2009-01-01,794,"2007/47/EC: Decision of the European Central Bank of 18 December 2006 laying down the measures necessary for the paying-up of the European Central Bank's capital by the non-participating national central banks ( ECB/2006/26 )"
"154","32006D0030",2006-12-30,2006,"2006.2","Decision","inforce",9999-12-31,2072,"2007/48/EC: Decision of the European Central Bank of 30 December 2006 on Banka Slovenije's paying-up of capital, transfer of foreign reserve assets and contribution to the European Central Bank's reserves and provisions ( ECB/2006/30 )"
"155","32006O0002",2006-02-03,2006,"2006.1","Guideline","notinforce",2009-08-01,499,"Guideline of the European Central Bank of 3 February 2006 amending Guideline ECB/2005/5 on the statistical reporting requirements of the European Central Bank and the procedures for exchanging statistical information within the European System of Central Banks in the field of government finance statistics (ECB/2006/2)"
"156","32006O0004",2006-04-17,2006,"2006.1","Guideline","notinforce",2018-09-30,1959,"Guideline of the European Central Bank of 7 April 2006 on the Eurosystem’s provision of reserve management services in euro to central banks and countries located outside the euro area and to international organisations (ECB/2006/4)"
"157","32006O0006",2006-04-20,2006,"2006.1","Guideline","notinforce",2014-08-31,897,"Guideline of the European Central Bank of 20 April 2006 amending Guideline ECB/2002/7 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2006/6)"
"158","32006O0009",2006-07-14,2006,"2006.2","Guideline","inforce",9999-12-31,5259,"Guideline of the European Central Bank of 14 July 2006 on certain preparations for the euro cash changeover and on frontloading and sub-frontloading of euro banknotes and coins outside the euro area (ECB/2006/9)"
"159","32006O0010",2006-07-24,2006,"2006.2","Guideline","inforce",9999-12-31,1358,"Guideline of the European Central Bank of 24 July 2006 on the exchange of banknotes after the irrevocable fixing of exchange rates in connection with the introduction of the euro (ECB/2006/10)"
"160","32006O0011",2006-08-03,2006,"2006.2","Guideline","notinforce",2008-09-14,620,"Guideline of the European Central Bank of 3 August 2006 amending Guideline ECB/2005/16 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET) (ECB/2006/11)"
"161","32006O0012",2006-08-31,2006,"2006.2","Guideline","notinforce",2011-12-31,41203,"Guideline of the European Central Bank of 31 August 2006 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2006/12)"
"162","32006O0016",2006-11-10,2006,"2006.2","Guideline","notinforce",2010-12-30,14558,"Guideline of the European Central Bank of 10 November 2006 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2006/16)"
"163","32006O0027",2006-12-18,2006,"2006.2","Guideline","notinforce",2009-08-01,964,"Guideline of the European Central Bank of 18 December 2006 amending Guideline ECB/2005/5 on the statistical reporting requirements of the European Central Bank and the procedures for exchanging statistical information within the European System of Central Banks in the field of government finance statistics (ECB/2006/27)"
"164","32006O0028",2006-12-21,2006,"2006.2","Guideline","notinforce",2008-06-24,7905,"Guideline of the European Central Bank of 21 December 2006 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving such assets (ECB/2006/28)"
"165","32006R1637",2006-11-02,2006,"2006.2","Regulation","inforce",9999-12-31,1245,"Regulation (EC) No 1637/2006 of the European Central Bank of 2 November 2006 concerning transitional provisions for the application of minimum reserves by the European Central Bank following the introduction of the euro in Slovenia (ECB/2006/15)"
"166","32006X0325(01)",2006-03-16,2006,"2006.1","International agreement","inforce",9999-12-31,3515,"Agreement of 16 March 2006 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of Economic and Monetary Union"
"167","32007D0001(01)",2007-04-17,2007,"2007.1","Decision","inforce",9999-12-31,1950,"2007/279/EC: Decision of the European Central Bank of 17 April 2007 adopting implementing rules concerning data protection at the European Central Bank (ECB/2007/1)"
"168","32007D0005(01)",2007-07-03,2007,"2007.2","Decision","notinforce",2016-04-14,9427,"2007/497/EC: Decision of the European Central Bank of 3 July 2007 laying down the Rules on Procurement (ECB/2007/5)"
"169","32007D0007",2007-07-24,2007,"2007.2","Decision","inforce",9999-12-31,17892,"2007/601/EC: Decision of the European Central Bank of 24 July 2007 concerning the terms and conditions of TARGET2-ECB (ECB/2007/7)"
"170","32007D0015(01)",2007-11-22,2007,"2007.2","Decision","notinforce",2010-12-30,1418,"2007/850/EC: Decision of the European Central Bank of 22 November 2007 amending Decision ECB/2001/16 on the allocation of monetary income of the national central banks of participating Member States from the financial year 2002 (ECB/2007/15)"
"171","32007D0016(01)",2007-11-23,2007,"2007.2","Decision","inforce",9999-12-31,365,"2007/790/EC: Decision of the European Central Bank of 23 November 2007 on the approval of the volume of coin issuance in 2008 (ECB/2007/16)"
"172","32007D0019(01)",2007-12-07,2007,"2007.2","Decision","notinforce",2010-12-31,550,"2008/21/EC: Decision of the European Central Bank of 7 December 2007 amending Decision ECB/2001/15 of 6 December 2001 on the issue of euro banknotes (ECB/2007/19)"
"173","32007D0021(01)",2007-12-17,2007,"2007.2","Decision","notinforce",2010-12-30,434,"2008/121/EC: Decision of the European Central Bank of 17 December 2007 amending Decision ECB/2006/17 on the annual accounts of the European Central Bank (ECB/2007/21)"
"174","32007D0022(01)",2007-12-31,2007,"2007.2","Decision","inforce",9999-12-31,2615,"2008/89/EC: Decision of the European Central Bank of 31 December 2007 on the paying-up of capital, transfer of foreign reserve assets and contributions by the Central Bank of Cyprus and the Central Bank of Malta to the European Central Bank's reserves and provisions (ECB/2007/22)"
"175","32007O0002",2007-04-26,2007,"2007.1","Guideline","notinforce",2012-12-31,36829,"Guideline of the European Central Bank of 26 April 2007 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2007/2)"
"176","32007O0003",2007-05-31,2007,"2007.1","Guideline","notinforce",2014-05-31,4153,"Guideline of the European Central Bank of 31 May 2007 amending Guideline ECB/2004/15 on the statistical reporting requirements of the European Central Bank in the field of balance of payments and international investment position statistics, and the international reserves template (ECB/2007/3)"
"177","32007O0006",2007-07-20,2007,"2007.2","Guideline","notinforce",2008-06-24,840,"Guideline of the European Central Bank of 20 July 2007 amending Guideline ECB/2006/28 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving such assets (ECB/2007/6)"
"178","32007O0009",2007-08-01,2007,"2007.2","Guideline","notinforce",2014-12-31,80891,"Guideline of the European Central Bank of 1 August 2007 on monetary, financial institutions and markets statistics (recast) (ECB/2007/9)"
"179","32007O0010",2007-09-20,2007,"2007.2","Guideline","notinforce",2011-12-31,4021,"Guideline of the European Central Bank of 20 September 2007 amending Annexes I and II to Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2007/10)"
"180","32007O0013",2007-11-15,2007,"2007.2","Guideline","notinforce",2014-08-31,426,"Guideline of the European Central Bank of 15 November 2007 amending Guideline ECB/2002/7 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2007/13)"
"181","32007O0014",2007-11-15,2007,"2007.2","Guideline","notinforce",2009-08-01,965,"Guideline of the European Central Bank of 15 November 2007 amending Guideline ECB/2005/5 on the statistical reporting requirements of the European Central Bank and the procedures for exchanging statistical information within the European System of Central Banks in the field of government finance statistics (ECB/2007/14)"
"182","32007O0020",2007-12-17,2007,"2007.2","Guideline","notinforce",2010-12-30,941,"Guideline of the European Central Bank of 17 December 2007 amending Guideline ECB/2006/16 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2007/20)"
"183","32007R0004",2006-12-14,2006,"2006.2","Regulation","notinforce",2010-06-30,764,"Regulation (EC) No 4/2007 of the European Central Bank of 14 December 2006 amending Regulation (EC) No 2423/2001 (ECB/2001/13) concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2006/20)"
"184","32007R0958",2007-07-27,2007,"2007.2","Regulation","notinforce",2014-12-31,8187,"Regulation (EC) No 958/2007 of the European Central Bank of 27 July 2007 concerning statistics on the assets and liabilities of investment funds (ECB/2007/8)"
"185","32007R1348",2007-11-09,2007,"2007.2","Regulation","inforce",9999-12-31,1475,"Regulation (EC) No 1348/2007 of the European Central Bank of 9 November 2007 concerning transitional provisions for the application of minimum reserves by the European Central Bank following the introduction of the euro in Cyprus and Malta (ECB/2007/11)"
"186","32007R1489",2007-11-29,2007,"2007.2","Regulation","notinforce",2010-06-30,2583,"Regulation (EC) No 1489/2007 of the European Central Bank of 29 November 2007 amending Regulation (EC) No 2423/2001 (ECB/2001/13) concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2007/18)"
"187","32007X0120(01)",2006-12-21,2006,"2006.2","International agreement","inforce",9999-12-31,890,"Agreement of 21 December 2006 between the European Central Bank and the national central banks of the Member States outside the euro area amending the Agreement of 16 March 2006 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of economic and monetary union"
"188","32007X0125(01)",2006-12-30,2006,"2006.2","International agreement","inforce",9999-12-31,1129,"Agreement of 30 December 2006 between the European Central Bank and Banka Slovenije regarding the claim credited to Banka Slovenije by the European Central Bank under Article 30.3 of the Statute of the European System of Central Banks and of the European Central Bank"
"189","32007X1229(01)",2007-12-14,2007,"2007.2","International agreement","inforce",9999-12-31,992,"Agreement of 14 December 2007 between the European Central Bank and the national central banks of the Member States outside the euro area amending the Agreement of 16 March 2006 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of economic and monetary union"
"190","32008D0003",2008-05-15,2008,"2008.1","Decision","notinforce",2015-02-26,5943,"2008/402/EC: Decision of the European Central Bank of 15 May 2008 on security accreditation procedures for manufacturers of euro secure items for euro banknotes (ECB/2008/3)"
"191","32008D0014",2008-10-28,2008,"2008.2","Decision","inforce",9999-12-31,1294,"2008/892/EC: Decision of the European Central Bank of 28 October 2008 on transitional provisions for the application of minimum reserves by the European Central Bank following the introduction of the euro in Slovakia (ECB/2008/14)"
"192","32008D0015",2008-11-14,2008,"2008.2","Decision","notinforce",2008-11-30,2004,"2008/874/EC: Decision of the European Central Bank of 14 November 2008 on the implementation of Regulation ECB/2008/11 of 23 October 2008 on temporary changes to the rules relating to eligibility of collateral (ECB/2008/15)"
"193","32008D0017",2008-11-17,2008,"2008.2","Decision","inforce",9999-12-31,1553,"2008/893/EC: Decision of the European Central Bank of 17 November 2008 laying down the framework for joint Eurosystem procurement (ECB/2008/17)"
"194","32008D0020(01)",2008-12-11,2008,"2008.2","Decision","inforce",9999-12-31,324,"2008/990/EC: Decision of the European Central Bank of 11 December 2008 on the approval of the volume of coin issuance in 2009 (ECB/2008/20)"
"195","32008D0022(01)",2008-12-11,2008,"2008.2","Decision","notinforce",2010-12-30,2387,"2009/98/EC: Decision of the European Central Bank of 11 December 2008 amending Decision ECB/2006/17 on the annual accounts of the European Central Bank (ECB/2008/22)"
"196","32008D0023(01)",2008-12-12,2008,"2008.2","Decision","notinforce",2013-06-30,793,"2009/53/EC: Decision of the European Central Bank of 12 December 2008 on the national central banks’ percentage shares in the key for subscription to the European Central Bank’s capital (ECB/2008/23)"
"197","32008D0024(01)",2008-12-12,2008,"2008.2","Decision","notinforce",2013-06-30,907,"2009/54/EC: Decision of the European Central Bank of 12 December 2008 laying down the measures necessary for the paying-up of the European Central Bank’s capital by the participating national central banks (ECB/2008/24)"
"198","32008D0025(01)",2008-12-12,2008,"2008.2","Decision","notinforce",2013-06-30,2192,"2009/55/EC: Decision of the European Central Bank of 12 December 2008 laying down the terms and conditions for transfers of the European Central Bank’s capital shares between the national central banks and for the adjustment of the paid-up capital (ECB/2008/25)"
"199","32008D0026(01)",2008-12-12,2008,"2008.2","Decision","notinforce",2010-12-31,600,"2009/56/EC: Decision of the European Central Bank of 12 December 2008 amending Decision ECB/2001/15 on the issue of euro banknotes (ECB/2008/26)"
"200","32008D0027(01)",2008-12-12,2008,"2008.2","Decision","notinforce",2013-06-30,1945,"2009/57/EC: Decision of the European Central Bank of 12 December 2008 laying down the measures necessary for the contribution to the European Central Bank’s accumulated equity value and for adjusting the national central banks’ claims equivalent to the transferred foreign reserve assets (ECB/2008/27)"
"201","32008D0028(01)",2008-12-15,2008,"2008.2","Decision","notinforce",2010-12-28,650,"2009/58/EC: Decision of the European Central Bank of 15 December 2008 laying down the measures necessary for the paying-up of the European Central Bank’s capital by the non-participating national central banks (ECB/2008/28)"
"202","32008D0029(01)",2008-12-18,2008,"2008.2","Decision","inforce",9999-12-31,720,"2009/5/EC: Decision of the European Central Bank of 18 December 2008 to postpone the start of the rotation system in the Governing Council of the European Central Bank (ECB/2008/29)"
"203","32008D0033(01)",2008-12-31,2008,"2008.2","Decision","inforce",9999-12-31,2648,"2009/59/EC: Decision of the European Central Bank of 31 December 2008 on the paying-up of capital, transfer of foreign reserve assets and contributions by Národná banka Slovenska to the European Central Bank’s reserves and provisions (ECB/2008/33)"
"204","32008O0004",2008-06-19,2008,"2008.1","Guideline","inforce",9999-12-31,1802,"Guideline of the European Central Bank of 19 June 2008 amending Guideline ECB/2006/9 on certain preparations for the euro cash changeover and on frontloading and sub-frontloading of euro banknotes and coins outside the euro area (ECB/2008/4)"
"205","32008O0005",2008-06-20,2008,"2008.1","Guideline","inforce",9999-12-31,7938,"Guideline of the European Central Bank of 20 June 2008 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving such assets (recast) (ECB/2008/5)"
"206","32008O0006",2008-08-26,2008,"2008.2","Guideline","notinforce",2014-08-31,641,"Guideline of the European Central Bank of 26 August 2008 amending Guideline ECB/2002/7 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2008/6)"
"207","32008O0007",2008-09-05,2008,"2008.2","Guideline","notinforce",2009-08-01,7277,"Guideline of the European Central Bank of 5 September 2008 amending Guideline ECB/2005/5 of 17 February 2005 on the statistical reporting requirements of the European Central Bank and the procedures for exchanging statistical information within the European System of Central Banks in the field of government finance statistics (ECB/2008/7)"
"208","32008O0008",2008-09-11,2008,"2008.2","Guideline","inforce",9999-12-31,17591,"Guideline of the European Central Bank of 11 September 2008 on data collection regarding the euro and the operation of the Currency Information System 2 (ECB/2008/8)"
"209","32008O0013",2008-10-23,2008,"2008.2","Guideline","notinforce",2011-12-31,6420,"Guideline of the European Central Bank of 23 October 2008 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2008/13)"
"210","32008O0018",2008-11-21,2008,"2008.2","Guideline","notinforce",2010-12-31,1017,"Guideline of the European Central Bank of 21 November 2008 on temporary changes to the rules relating to eligibility of collateral (ECB/2008/18)"
"211","32008O0021",2008-12-11,2008,"2008.2","Guideline","notinforce",2010-12-30,3563,"Guideline of the European Central Bank of 11 December 2008 amending Guideline ECB/2006/16 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2008/21)"
"212","32008O0031",2008-12-19,2008,"2008.2","Guideline","notinforce",2014-12-31,4909,"Guideline of the European Central Bank of 19 December 2008 amending Guideline ECB/2007/9 on monetary, financial institutions and markets statistics (recast) (ECB/2008/31)"
"213","32008R1052",2008-10-22,2008,"2008.2","Regulation","inforce",9999-12-31,1624,"Regulation (EC) No 1052/2008 of the European Central Bank of 22 October 2008 amending Regulation (EC) No 1745/2003 (ECB/2003/9) on the application of minimum reserves (ECB/2008/10)"
"214","32008R1053",2008-10-23,2008,"2008.2","Regulation","notinforce",2008-11-30,1048,"Regulation (EC) No 1053/2008 of the European Central Bank of 23 October 2008 on temporary changes to the rules relating to eligibility of collateral (ECB/2008/11)"
"215","32008X0201(01)",2007-12-31,2007,"2007.2","International agreement","inforce",9999-12-31,1230,"Agreement of 31 December 2007 between the European Central Bank and the Central Bank of Cyprus regarding the claim credited to the Central Bank of Cyprus by the European Central Bank under Article 30.3 of the Statute of the European System of Central Banks and of the European Central Bank"
"216","32008X0201(02)",2007-12-31,2007,"2007.2","International agreement","inforce",9999-12-31,1231,"Agreement of 31 December 2007 between the European Central Bank and the Central Bank of Malta regarding the claim credited to the Central Bank of Malta by the European Central Bank under Article 30.3 of the Statute of the European System of Central Banks and of the European Central Bank"
"217","32009D0002(01)",2009-01-27,2009,"2009.1","Decision","notinforce",2016-04-14,2524,"2009/154/EC: Decision of the European Central Bank of 27 January 2009 amending Decision ECB/2007/5 laying down the Rules on Procurement (ECB/2009/2)"
"218","32009D0004(01)",2009-03-06,2009,"2009.1","Decision","notinforce",2015-01-08,665,"2009/245/EC: Decision of the European Central Bank of 6 March 2009 concerning derogations that may be granted under Regulation (EC) No 958/2007 concerning statistics on the assets and liabilities of investment funds (ECB/2007/8) (ECB/2009/4)"
"219","32009D0005",2009-03-19,2009,"2009.1","Decision","notinforce",9999-12-31,1109,"2009/328/EC: Decision of the European Central Bank of 19 March 2009 amending Decision ECB/2004/2 of 19 February 2004 adopting the Rules of Procedure of the European Central Bank (ECB/2009/5)"
"220","32009D0006(01)",2009-03-19,2009,"2009.1","Decision","notinforce",2012-03-28,2246,"2009/338/EC: Decision of the European Central Bank of 19 March 2009 on the establishment of the TARGET2-Securities Programme Board (ECB/2009/6)"
"221","32009D0013",2009-06-09,2009,"2009.1","Decision","inforce",9999-12-31,338,"2009/465/EC: Decision of the European Central Bank of 9 June 2009 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2009/13)"
"222","32009D0015(01)",2009-06-25,2009,"2009.1","Decision","inforce",9999-12-31,266,"2009/508/EC: Decision of the European Central Bank of 25 June 2009 amending Decision ECB/2008/20 as regards the volume of euro coins that Austria may issue in 2009 (ECB/2009/15)"
"223","32009D0016(01)",2009-07-02,2009,"2009.2","Decision","notinforce",2010-06-30,963,"2009/522/EC: Decision of the European Central Bank of 2 July 2009 on the implementation of the covered bond purchase programme (ECB/2009/16)"
"224","32009D0017(01)",2009-06-19,2009,"2009.1","Decision","inforce",9999-12-31,778,"2009/555/EC: Decision of the European Central Bank of 19 June 2009 amending Decision ECB/2003/14 concerning the administration of the borrowing-and-lending operations concluded by the European Community under the medium-term financial assistance facility (ECB/2009/17)"
"225","32009D0019(01)",2009-07-17,2009,"2009.2","Decision","notinforce",2010-12-30,2692,"2009/594/EC: Decision of the European Central Bank of 17 July 2009 amending Decision ECB/2006/17 on the annual accounts of the European Central Bank (ECB/2009/19)"
"226","32009D0022(01)",2009-10-06,2009,"2009.2","Decision","inforce",9999-12-31,2579,"2009/768/EC: Decision of the European Central Bank of 6 October 2009 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2009/22)"
"227","32009D0025(01)",2009-12-10,2009,"2009.2","Decision","inforce",9999-12-31,251,"2010/14/: Decision of the European Central Bank of 10 December 2009 on the approval of the volume of coin issuance in 2010 (ECB/2009/25)"
"228","32009D0027(01)",2009-12-14,2009,"2009.2","Decision","notinforce",2010-12-30,1377,"Decision of the European Central Bank of 14 December 2009 amending Decision ECB/2001/16 on the allocation of monetary income of the national central banks of participating Member States from the financial year 2002 (ECB/2009/27)"
"229","32009D0029(01)",2009-12-14,2009,"2009.2","Decision","notinforce",2010-12-30,3879,"Decision of the European Central Bank of 14 December 2009 amending Decision ECB/2006/17 on the annual accounts of the European Central Bank (ECB/2009/29)"
"230","32009O0001",2009-01-20,2009,"2009.1","Guideline","notinforce",2011-12-31,1478,"Guideline of the European Central Bank of 20 January 2009 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2009/1)"
"231","32009O0009",2009-05-07,2009,"2009.1","Guideline","notinforce",2012-12-31,2538,"Guideline of the European Central Bank of 7 May 2009 amending Guideline ECB/2007/2 on a Trans-European Automated Real-time Gross Settlement Express Transfer system (TARGET2) (ECB/2009/9)"
"232","32009O0010",2009-05-07,2009,"2009.1","Guideline","notinforce",2011-12-31,436,"Guideline of the European Central Bank of 7 May 2009 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2009/10)"
"233","32009O0011",2009-05-28,2009,"2009.1","Guideline","notinforce",2018-09-30,434,"Guideline of the European Central Bank of 28 May 2009 amending Guideline ECB/2006/4 on the Eurosystem’s provision of reserve management services in euro to central banks and countries located outside the euro area and to international organisations (ECB/2009/11)"
"234","32009O0018",2009-07-17,2009,"2009.2","Guideline","notinforce",2010-12-30,4523,"2009/595/EC: Guideline of the European Central Bank of 17 July 2009 amending Guideline ECB/2006/16 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2009/18)"
"235","32009O0020",2009-07-31,2009,"2009.2","Guideline","notinforce",2014-08-31,8610,"Guideline of the European Central Bank of 31 July 2009 on government finance statistics (recast) (ECB/2009/20)"
"236","32009O0021",2009-09-17,2009,"2009.2","Guideline","notinforce",2012-12-31,4056,"Guideline of the European Central Bank of 17 September 2009 amending Guideline ECB/2007/2 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2009/21)"
"237","32009O0023",2009-12-04,2009,"2009.2","Guideline","notinforce",9999-12-31,15821,"Guideline of the European Central Bank of 4 December 2009 amending Guideline ECB/2007/9 on monetary, financial institutions and markets statistics (ECB/2009/23)"
"238","32009O0024",2009-12-10,2009,"2009.2","Guideline","notinforce",2010-12-31,320,"Guideline of the European Central Bank of 10 December 2009 amending Guideline ECB/2008/18 on temporary changes to the rules relating to eligibility of collateral (ECB/2009/24)"
"239","32009O0028",2009-12-14,2009,"2009.2","Guideline","notinforce",2010-12-30,5011,"Guideline of the European Central Bank of 14 December 2009 amending Guideline ECB/2006/16 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2009/28)"
"240","32009R0024",2008-12-19,2008,"2008.2","Regulation","notinforce",2014-12-31,6004,"Regulation (EC) No 24/2009 of the European Central Bank of 19 December 2008 concerning statistics on the assets and liabilities of financial vehicle corporations engaged in securitisation transactions (ECB/2008/30)"
"241","32009R0025",2008-12-19,2008,"2008.2","Regulation","notinforce",2014-12-31,23912,"Regulation (EC) No 25/2009 of the European Central Bank of 19 December 2008 concerning the balance sheet of the monetary financial institutions sector (Recast) (ECB/2008/32)"
"242","32009R0290",2009-03-31,2009,"2009.1","Regulation","notinforce",2014-12-31,11956,"Regulation (EC) No 290/2009 of the European Central Bank of 31 March 2009 amending Regulation (EC) No 63/2002 (ECB/2001/18) concerning statistics on interest rates applied by monetary financial institutions to deposits and loans vis-à-vis households and non-financial corporations (ECB/2009/7)"
"243","32009X0122(01)",2008-12-08,2008,"2008.2","International agreement","inforce",NA,1590,"Agreement of 8 December 2008 between the European Central Bank and the national central banks of the Member States outside the euro area amending the Agreement of 16 March 2006 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of economic and monetary union"
"244","32009X0124(01)",2008-12-31,2008,"2008.2","International agreement","inforce",NA,1154,"Agreement of 31 December 2008 between Národná banka Slovenska and the European Central Bank regarding the claim credited to Národná banka Slovenska by the European Central Bank under Article 30.3 of the Statute of the European System of Central Banks and of the European Central Bank"
"245","32010D0003(01)",2010-05-06,2010,"2010.1","Decision","notinforce",2012-02-27,853,"2010/268/: Decision of the European Central Bank of 6 May 2010 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Greek Government (ECB/2010/3)"
"246","32010D0004(01)",2010-05-10,2010,"2010.1","Decision","inforce",9999-12-31,735,"2010/275/: Decision of the European Central Bank of 10 May 2010 concerning the management of pooled bilateral loans for the benefit of the Hellenic Republic and amending Decision ECB/2007/7 (ECB/2010/4)"
"247","32010D0005(01)",2010-05-14,2010,"2010.1","Decision","inforce",9999-12-31,670,"2010/281/: Decision of the European Central Bank of 14 May 2010 establishing a securities markets programme (ECB/2010/5)"
"248","32010D0008(01)",2010-07-27,2010,"2010.2","Decision","notinforce",2016-04-14,1361,"2010/483/EU: Decision of the European Central Bank of 27 July 2010 amending Decision ECB/2007/5 laying down the Rules on Procurement (ECB/2010/8)"
"249","32010D0009(01)",2010-07-29,2010,"2010.2","Decision","inforce",9999-12-31,1544,"2010/451/EU: Decision of the European Central Bank of 29 July 2010 on access to and use of certain TARGET2 data (ECB/2010/9)"
"250","32010D0010(01)",2010-08-19,2010,"2010.2","Decision","inforce",9999-12-31,1209,"2010/469/EU: Decision of the European Central Bank of 19 August 2010 on non-compliance with statistical reporting requirements (ECB/2010/10)"
"251","32010D0014",2010-09-16,2010,"2010.2","Decision","inforce",9999-12-31,6861,"2010/597/EU: Decision of the European Central Bank of 16 September 2010 on the authenticity and fitness checking and recirculation of euro banknotes (ECB/2010/14)"
"252","32010D0015(01)",2010-09-21,2010,"2010.2","Decision","inforce",9999-12-31,795,"2010/574/EU: Decision of the European Central Bank of 21 September 2010 concerning the administration of EFSF loans to Member States whose currency is the euro (ECB/2010/15)"
"253","32010D0017(01)",2010-10-14,2010,"2010.2","Decision","inforce",9999-12-31,493,"2010/624/EU: Decision of the European Central Bank of 14 October 2010 concerning the administration of the borrowing and lending operations concluded by the Union under the European financial stabilisation mechanism (ECB/2010/17)"
"254","32010D0018(01)",2010-10-26,2010,"2010.2","Decision","inforce",NA,1306,"2010/658/EU: Decision of the European Central Bank of 26 October 2010 on transitional provisions for the application of minimum reserves by the European Central Bank following the introduction of the euro in Estonia (ECB/2010/18)"
